user,date,label,score
DTAA/SML0086,2011-04-13,1,332000000000.0
DTAA/WMJ0364,2011-04-27,1,331000000000.0
DTAA/WDW0198,2011-04-27,1,329000000000.0
DTAA/MRM0205,2011-04-13,1,328000000000.0
DTAA/TJP0714,2011-04-13,1,328000000000.0
DTAA/THS0006,2011-04-13,1,328000000000.0
DTAA/ZBM0626,2011-04-13,1,327000000000.0
DTAA/YVF0045,2011-04-27,1,327000000000.0
DTAA/SMW0913,2011-04-27,1,326000000000.0
DTAA/SIR0586,2011-04-27,1,325000000000.0
DTAA/STF0145,2011-04-13,1,325000000000.0
DTAA/WPH0764,2011-04-13,1,324000000000.0
DTAA/SJA0691,2011-04-27,1,323000000000.0
DTAA/TIW0195,2011-04-27,1,323000000000.0
DTAA/SSH0144,2011-04-27,1,323000000000.0
DTAA/VCG0663,2011-04-13,1,322000000001.34894
DTAA/XCB0445,2011-04-27,1,322000000000.0
DTAA/RCF0540,2011-04-27,1,322000000000.0
DTAA/SMW0913,2011-04-13,1,321000000000.0
DTAA/NBB0501,2011-04-27,1,320000000000.0
DTAA/WCB0440,2011-04-13,1,320000000000.0
DTAA/RCF0540,2011-04-13,1,319000000000.0
DTAA/TGC0670,2011-04-13,1,319000000000.0
DTAA/SOM0478,2011-04-27,1,319000000000.0
DTAA/SJC0735,2011-04-27,1,318000000000.0
DTAA/TRP0068,2011-04-27,1,318000000000.0
DTAA/ELD1000,2011-04-13,1,317000000000.6745
DTAA/YJJ0129,2011-04-13,1,317000000000.0
DTAA/TIW0195,2011-04-13,1,317000000000.0
DTAA/WCB0440,2011-04-27,1,316000000000.0
DTAA/LPG0099,2011-04-27,1,314000000000.0
DTAA/SAS0433,2011-04-27,1,314000000000.0
DTAA/NHL0253,2011-04-13,1,314000000000.0
DTAA/SKH0467,2011-04-27,1,314000000000.0
DTAA/WDW0485,2011-04-27,1,314000000000.0
DTAA/WOT0549,2011-04-27,1,312000000000.0
DTAA/WDW0198,2011-04-13,1,312000000000.0
DTAA/VDP0070,2011-04-13,1,311000000000.0
DTAA/TER0923,2011-04-27,1,309000000000.0
DTAA/ZGH0528,2011-04-27,1,309000000000.0
DTAA/STF0145,2011-05-13,1,308000000000.0
DTAA/TPC0102,2011-04-13,1,308000000000.0
DTAA/ZBM0626,2011-04-27,1,307000000000.0
DTAA/NJC0459,2011-04-13,1,307000000000.0
DTAA/SSB0151,2011-04-27,1,307000000000.0
DTAA/SGC0118,2011-04-27,1,306000000000.0
DTAA/TDW0348,2011-04-27,1,305000000000.0
DTAA/VJD0704,2011-04-27,1,304000000000.0
DTAA/SKH0467,2011-04-13,1,303000000000.0
DTAA/QLC0632,2011-04-27,1,302000000000.0
DTAA/NSC0842,2011-04-27,1,301000000000.0
DTAA/SHR0025,2011-04-13,1,301000000000.0
DTAA/ULB0178,2011-04-27,1,301000000000.0
DTAA/PID0096,2011-04-13,1,301000000000.0
DTAA/TJP0714,2011-04-27,1,301000000000.0
DTAA/SSH0144,2011-04-13,1,300000000000.0
DTAA/PID0096,2011-04-27,1,300000000000.0
DTAA/TLB0017,2011-04-27,1,299000000000.0
DTAA/TCH0230,2011-04-13,1,299000000000.0
DTAA/VCG0663,2011-04-27,1,299000000000.0
DTAA/TLB0017,2011-04-13,1,298000000000.0
DTAA/YCS0667,2011-04-27,1,297000000000.0
DTAA/WOT0549,2011-04-13,1,296000000000.0
DTAA/TLB0831,2011-04-13,1,294000000000.0
DTAA/SCW0707,2011-04-27,1,293000000000.0
DTAA/NNB0443,2011-04-27,1,289000000000.0
DTAA/ZRR0705,2011-04-13,1,289000000000.0
DTAA/SML0086,2011-04-27,1,288000000000.0
DTAA/THS0006,2011-04-27,1,288000000000.0
DTAA/TQC0249,2011-04-27,1,288000000000.0
DTAA/SBH0674,2011-04-27,1,288000000000.0
DTAA/TGC0670,2011-04-27,1,286000000000.0
DTAA/EJS0513,2011-04-27,1,285000000000.0
DTAA/SHR0025,2011-04-27,1,285000000000.0
DTAA/EJS0513,2011-04-13,1,285000000000.0
DTAA/TDW0348,2011-04-13,1,282000000000.0
DTAA/SJA0691,2011-04-13,1,282000000000.0
DTAA/YCS0667,2011-04-13,1,282000000000.0
DTAA/TZB0870,2011-04-13,1,282000000000.0
DTAA/ONQ0625,2011-04-13,1,281000000000.0
DTAA/TPC0102,2011-04-27,1,281000000000.0
DTAA/WSL0470,2011-04-27,1,280000000000.0
DTAA/ULB0178,2011-04-13,1,280000000000.0
DTAA/RDP0855,2011-04-27,1,280000000000.0
DTAA/VMM0309,2011-04-27,1,280000000000.0
DTAA/UMB0449,2011-04-27,1,276000000000.0
DTAA/WJR0592,2011-04-27,1,273000000000.0
DTAA/QLC0632,2011-04-13,1,272000000000.0
DTAA/NSP0910,2011-04-27,1,271000000000.0
DTAA/TER0923,2011-04-13,1,268000000000.0
DTAA/TQC0249,2011-04-13,1,267000000000.0
DTAA/TZB0870,2011-04-27,1,266000000000.0
DTAA/SSW0815,2011-04-27,1,265000000000.0
DTAA/JMM0759,2011-04-13,1,263000000000.0
DTAA/HBB0402,2011-04-13,1,256000000000.0
DTAA/RBC0583,2011-04-13,1,253000000000.0
DTAA/TLB0831,2011-04-27,1,252000000000.0
DTAA/SMD0773,2011-04-27,1,252000000000.0
DTAA/PJS0809,2011-04-13,1,245000000000.0
DTAA/WJG0153,2011-04-13,1,243000000000.0
DTAA/SSW0815,2011-04-13,1,240000000000.0
DTAA/CLN0999,2011-04-13,1,238000000001.34897
DTAA/ELD1000,2011-04-27,1,237000000002.02344
DTAA/JMM0759,2011-04-27,1,232000000000.0
DTAA/SOM0478,2011-04-13,1,221000000000.0
DTAA/CLB0995,2011-04-27,1,218000000000.33725
DTAA/ELD1000,2011-04-21,1,200000000001.01172
DTAA/SXH0895,2011-04-27,1,200000000000.0
DTAA/JMR0906,2011-04-13,1,200000000000.0
DTAA/MRS0395,2011-04-13,1,195000000000.0
DTAA/MZW0111,2011-04-13,1,190000000000.0
DTAA/KJG0378,2011-04-13,1,188000000000.0
DTAA/HBB0402,2011-04-27,1,185000000000.0
DTAA/STF0145,2011-04-21,1,181000000000.0
DTAA/EJS0513,2011-05-13,1,180000000000.0
DTAA/ELD1000,2011-01-19,1,179000000000.6745
DTAA/CRC0996,2011-04-13,1,176000000005.0587
DTAA/CRC0996,2011-04-21,1,166000000000.33725
DTAA/JMR0906,2011-04-27,1,165000000000.0
DTAA/ELD1000,2011-02-24,1,160000000002.69797
DTAA/LLB0843,2011-04-13,1,160000000000.0
DTAA/EJS0513,2011-05-04,1,154000000000.0
DTAA/EJS0513,2011-04-21,1,154000000000.0
DTAA/XCB0445,2011-05-13,1,152000000000.0
DTAA/CRC0996,2011-05-13,1,151000000000.0
DTAA/PJS0809,2011-04-21,1,151000000000.0
DTAA/SJC0487,2011-05-13,1,150000000000.0
DTAA/MZW0111,2011-04-27,1,149000000000.0
DTAA/CLB0995,2011-05-04,1,147000000002.69797
DTAA/LLB0843,2011-04-27,1,147000000000.0
DTAA/LPG0099,2011-04-13,1,145000000000.0
DTAA/CLN0999,2011-05-11,1,144000000000.0
DTAA/MRM0205,2011-04-27,1,144000000000.0
DTAA/CRC0996,2011-01-21,1,142000000000.0
DTAA/JTT0989,2011-01-19,1,140000000003.7097
DTAA/CTR0537,2010-06-11,1,137000000000.0
DTAA/JMM0759,2011-04-21,1,137000000000.0
DTAA/HER0860,2010-06-11,1,135000000000.0
DTAA/CRC0996,2011-02-24,1,133000000005.1711
DTAA/KEE0997,2011-04-27,1,132000000001.01173
DTAA/JMM0759,2011-05-04,1,131000000000.0
DTAA/DAW0199,2010-04-12,1,129000000000.0
DTAA/TRP0068,2011-05-13,1,129000000000.0
DTAA/HBB0402,2011-04-21,1,127000000000.0
DTAA/LDG0406,2011-04-21,1,126000000000.0
DTAA/GML0105,2010-04-12,1,125999999999.99998
DTAA/DWF0128,2010-06-11,1,125000000000.0
DTAA/PSP0555,2011-04-21,1,125000000000.0
DTAA/CTR0537,2010-04-12,1,124000000000.0
DTAA/GML0105,2010-06-11,1,123000000000.0
DTAA/KPB0665,2010-04-12,1,123000000000.0
DTAA/JMM0759,2011-05-13,1,123000000000.0
DTAA/TER0923,2011-04-21,1,122000000000.0
DTAA/FTB0295,2010-06-11,1,122000000000.0
DTAA/SJC0487,2011-05-04,1,122000000000.0
DTAA/SMC0139,2011-04-21,1,122000000000.0
DTAA/JCC0998,2011-02-24,1,121000000003.70969
DTAA/DWF0128,2010-04-12,1,121000000000.0
DTAA/NJC0459,2011-05-04,1,121000000000.0
DTAA/STF0145,2011-05-04,1,120999999999.99998
DTAA/DAW0199,2010-06-11,1,120000000000.0
DTAA/YCV0635,2011-05-13,1,120000000000.0
DTAA/CLB0995,2011-05-11,1,119000000000.67448
DTAA/LDG0406,2011-05-04,1,119000000000.0
DTAA/HBB0402,2011-04-19,1,119000000000.0
DTAA/FTB0295,2010-04-12,1,119000000000.0
DTAA/JMM0759,2011-05-11,1,119000000000.0
DTAA/HBB0402,2011-05-04,1,118000000000.0
DTAA/IJJ0342,2010-04-12,1,118000000000.0
DTAA/SDR0010,2011-05-13,1,117000000000.0
DTAA/EJS0513,2010-04-12,1,117000000000.0
DTAA/PJS0809,2011-05-13,1,117000000000.0
DTAA/EJS0513,2011-05-11,1,117000000000.0
DTAA/NJH0593,2011-05-13,1,116000000000.0
DTAA/LKY0181,2010-04-12,1,116000000000.0
DTAA/PCO0684,2011-04-21,1,115000000000.0
DTAA/XCB0445,2011-05-04,1,114000000000.0
DTAA/HDB0655,2010-04-12,1,114000000000.0
DTAA/PRB0157,2011-05-04,1,114000000000.0
DTAA/CRC0996,2011-01-10,1,113000000000.67448
DTAA/SSB0151,2011-05-13,1,113000000000.0
DTAA/YCV0635,2011-04-21,1,113000000000.0
DTAA/YCV0635,2011-05-11,1,112000000000.0
DTAA/QOH0361,2011-05-13,1,112000000000.0
DTAA/EJS0513,2010-06-11,1,112000000000.0
DTAA/KEE0997,2011-01-19,1,112000000000.0
DTAA/MCF0985,2011-04-21,1,112000000000.0
DTAA/PJS0809,2011-05-11,1,111999999999.99998
DTAA/NSC0842,2011-05-13,1,111999999999.99998
DTAA/KJG0378,2010-04-12,1,111000000000.0
DTAA/TER0923,2011-05-11,1,111000000000.0
DTAA/KJG0378,2011-04-21,1,111000000000.0
DTAA/STF0145,2010-06-11,1,111000000000.0
DTAA/JTT0989,2011-05-13,1,110000000002.02347
DTAA/CTR0537,2010-08-09,1,110000000000.0
DTAA/SMC0139,2011-05-13,1,110000000000.0
DTAA/NJH0593,2011-01-21,1,110000000000.0
DTAA/QLW0941,2011-04-21,1,110000000000.0
DTAA/MST0883,2010-06-11,1,110000000000.0
DTAA/JMM0759,2011-01-21,1,110000000000.0
DTAA/YJJ0129,2011-05-13,1,110000000000.0
DTAA/SKW0871,2011-05-11,1,110000000000.0
DTAA/NNS0898,2011-04-21,1,110000000000.0
DTAA/RDG0335,2011-04-21,1,110000000000.0
DTAA/SXH0895,2011-04-13,1,109000000000.0
DTAA/QGM0222,2011-04-21,1,109000000000.0
DTAA/SIP0805,2011-04-21,1,109000000000.0
DTAA/THL0671,2011-04-21,1,109000000000.0
DTAA/SGC0118,2011-05-11,1,108000000000.0
DTAA/LMJ0323,2010-04-12,1,108000000000.0
DTAA/MCF0985,2011-05-04,1,108000000000.0
DTAA/VJD0704,2011-04-21,1,108000000000.0
DTAA/CLB0995,2011-01-19,1,108000000000.0
DTAA/PRB0157,2011-05-11,1,108000000000.0
DTAA/MZW0111,2011-04-19,1,108000000000.0
DTAA/HBB0402,2010-04-12,1,108000000000.0
DTAA/NJC0459,2010-06-11,1,108000000000.0
DTAA/PSP0555,2011-05-13,1,107000000000.0
DTAA/SSH0144,2011-04-21,1,107000000000.0
DTAA/MCF0985,2010-04-12,1,107000000000.0
DTAA/XQW0354,2011-05-13,1,106000000001.34898
DTAA/NJC0459,2011-05-13,1,106000000000.0
DTAA/MDC0595,2011-05-04,1,106000000000.0
DTAA/TQC0249,2011-05-13,1,106000000000.0
DTAA/SAM0954,2011-05-04,1,106000000000.0
DTAA/MDC0595,2010-04-12,1,106000000000.0
DTAA/NSC0842,2011-05-04,1,106000000000.0
DTAA/SBK0108,2011-05-04,1,105000000000.0
DTAA/SJC0735,2011-05-04,1,105000000000.0
DTAA/SMW0913,2011-05-13,1,105000000000.0
DTAA/WJG0153,2011-05-04,1,105000000000.0
DTAA/ZRR0705,2011-05-11,1,105000000000.0
DTAA/SIP0805,2011-05-13,1,105000000000.0
DTAA/TGC0670,2011-05-13,1,105000000000.0
DTAA/XCB0445,2011-04-21,1,104000000000.0
DTAA/NJC0459,2011-04-21,1,104000000000.0
DTAA/SBH0674,2011-05-13,1,104000000000.0
DTAA/HER0860,2010-04-12,1,104000000000.0
DTAA/ONQ0625,2011-04-21,1,104000000000.0
DTAA/PCO0684,2011-05-04,1,104000000000.0
DTAA/WPH0764,2011-05-11,1,103000000000.0
DTAA/RHP0688,2011-04-21,1,103000000000.0
DTAA/LDM0318,2010-04-12,1,103000000000.0
DTAA/SDC0032,2011-04-21,1,103000000000.0
DTAA/SDC0032,2011-05-04,1,103000000000.0
DTAA/PID0096,2011-01-19,1,103000000000.0
DTAA/NJH0593,2011-04-21,1,103000000000.0
DTAA/SIR0586,2011-04-21,1,103000000000.0
DTAA/SJC0735,2011-04-21,1,103000000000.0
DTAA/PBH0441,2010-06-11,1,102000000000.0
DTAA/LDG0406,2010-06-11,1,102000000000.0
DTAA/QGM0222,2010-04-12,1,102000000000.0
DTAA/HDB0655,2010-08-09,1,102000000000.0
DTAA/RDG0335,2011-05-04,1,102000000000.0
DTAA/VDP0070,2011-05-13,1,101000000000.0
DTAA/JMR0906,2011-04-19,1,101000000000.0
DTAA/EJS0513,2011-01-21,1,101000000000.0
DTAA/MST0883,2010-04-12,1,101000000000.0
DTAA/WCB0440,2011-04-21,1,101000000000.0
DTAA/QLW0941,2011-05-04,1,101000000000.0
DTAA/KPB0665,2010-06-11,1,101000000000.0
DTAA/WPH0764,2011-04-21,1,101000000000.0
DTAA/TGC0670,2011-05-11,1,101000000000.0
DTAA/TIW0195,2011-04-21,1,101000000000.0
DTAA/PJS0809,2011-01-19,1,100000000000.0
DTAA/OLR0984,2010-06-11,1,100000000000.0
DTAA/SDR0010,2011-05-11,1,100000000000.0
DTAA/CRC0996,2011-05-11,1,100000000000.0
DTAA/SAH0192,2011-05-04,1,100000000000.0
DTAA/JMM0759,2010-04-12,1,100000000000.0
DTAA/SAE0683,2010-04-12,1,100000000000.0
DTAA/VDP0070,2011-04-21,1,100000000000.0
DTAA/ONQ0625,2011-05-11,1,99000000000.0
DTAA/MZB0206,2011-04-21,1,99000000000.0
DTAA/VJD0704,2010-06-11,1,99000000000.0
DTAA/VDP0070,2011-05-04,1,99000000000.0
DTAA/RCF0540,2011-05-13,1,99000000000.0
DTAA/SAM0954,2011-05-11,1,99000000000.0
DTAA/NNS0898,2011-04-19,1,99000000000.0
DTAA/SKW0871,2011-04-19,1,99000000000.0
DTAA/KJG0378,2011-04-27,1,99000000000.0
DTAA/NJH0593,2011-05-11,1,99000000000.0
DTAA/SHR0025,2011-05-11,1,99000000000.0
DTAA/SJC0487,2011-01-21,1,98000000000.0
DTAA/SDC0032,2011-05-13,1,98000000000.0
DTAA/YVF0045,2011-04-21,1,98000000000.0
DTAA/LPG0099,2011-04-21,1,98000000000.0
DTAA/TJP0714,2011-02-23,1,98000000000.0
DTAA/STF0145,2011-01-21,1,98000000000.0
DTAA/YVF0045,2011-05-04,1,98000000000.0
DTAA/JMR0906,2011-05-13,1,98000000000.0
DTAA/WJG0153,2011-05-11,1,98000000000.0
DTAA/SHR0025,2011-05-04,1,97000000000.0
DTAA/MDC0595,2011-04-21,1,97000000000.0
DTAA/SBK0108,2011-04-21,1,97000000000.0
DTAA/MZW0111,2011-05-13,1,97000000000.0
DTAA/SCK0576,2011-05-04,1,97000000000.0
DTAA/SBK0108,2011-05-11,1,97000000000.0
DTAA/TDW0348,2011-05-11,1,97000000000.0
DTAA/STF0145,2011-04-26,1,97000000000.0
DTAA/NRH0276,2011-04-21,1,97000000000.0
DTAA/TLV0936,2011-04-21,1,97000000000.0
DTAA/TLV0936,2011-05-13,1,97000000000.0
DTAA/MGY0732,2010-04-12,1,96999999999.99998
DTAA/TDW0348,2011-05-04,1,96999999999.99998
DTAA/STF0145,2011-05-11,1,96000000000.0
DTAA/PCO0684,2010-06-11,1,96000000000.0
DTAA/VJD0704,2011-05-04,1,96000000000.0
DTAA/TPC0102,2011-05-11,1,96000000000.0
DTAA/NDH0807,2010-04-12,1,96000000000.0
DTAA/PCO0684,2011-05-13,1,96000000000.0
DTAA/ULB0178,2011-04-21,1,96000000000.0
DTAA/LLB0843,2011-01-19,1,96000000000.0
DTAA/PSP0555,2011-05-04,1,96000000000.0
DTAA/QOH0361,2011-04-21,1,96000000000.0
DTAA/QOH0361,2011-05-04,1,95000000000.0
DTAA/WDW0485,2011-04-21,1,95000000000.0
DTAA/VJD0704,2011-05-13,1,95000000000.0
DTAA/KJG0378,2010-08-09,1,95000000000.0
DTAA/HBB0402,2010-06-11,1,95000000000.0
DTAA/SBH0674,2010-04-12,1,95000000000.0
DTAA/PJS0809,2011-05-04,1,95000000000.0
DTAA/WDW0198,2011-04-21,1,95000000000.0
DTAA/VDP0070,2011-05-11,1,95000000000.0
DTAA/HBB0402,2011-01-19,1,95000000000.0
DTAA/XQW0354,2011-05-04,1,95000000000.0
DTAA/NBB0501,2011-04-19,1,95000000000.0
DTAA/YJJ0129,2011-04-21,1,95000000000.0
DTAA/KEE0997,2010-04-12,1,94000000001.68622
DTAA/MGY0732,2010-06-11,1,94000000000.0
DTAA/RIG0024,2010-06-11,1,94000000000.0
DTAA/LDG0406,2010-04-12,1,94000000000.0
DTAA/PRB0157,2011-05-13,1,94000000000.0
DTAA/ZGH0528,2011-05-13,1,94000000000.0
DTAA/SHR0025,2011-05-13,1,94000000000.0
DTAA/QOH0361,2010-06-11,1,94000000000.0
DTAA/RES0962,2011-05-13,1,94000000000.0
DTAA/XCB0445,2011-05-11,1,94000000000.0
DTAA/TCH0230,2011-05-04,1,94000000000.0
DTAA/KJG0378,2011-01-19,1,94000000000.0
DTAA/MCF0985,2011-05-11,1,93000000000.0
DTAA/QOH0361,2011-05-11,1,93000000000.0
DTAA/NSC0842,2011-05-11,1,93000000000.0
DTAA/WJG0153,2011-04-21,1,93000000000.0
DTAA/MCF0985,2010-06-11,1,93000000000.0
DTAA/SIR0586,2011-05-04,1,93000000000.0
DTAA/ZGH0528,2011-04-21,1,93000000000.0
DTAA/ONQ0625,2011-01-21,1,93000000000.0
DTAA/HER0860,2010-08-09,1,93000000000.0
DTAA/WOT0549,2011-01-19,1,92000000001.34898
DTAA/TPC0102,2011-04-21,1,92000000000.0
DTAA/SIP0805,2011-05-04,1,92000000000.0
DTAA/TNB0740,2011-05-11,1,92000000000.0
DTAA/NJH0593,2010-04-12,1,92000000000.0
DTAA/SHR0025,2011-01-21,1,92000000000.0
DTAA/SSB0151,2011-04-21,1,92000000000.0
DTAA/TRP0068,2011-04-21,1,92000000000.0
DTAA/WJG0153,2011-05-13,1,92000000000.0
DTAA/NNS0898,2010-04-12,1,92000000000.0
DTAA/SMD0773,2011-04-21,1,92000000000.0
DTAA/SKW0871,2011-04-21,1,92000000000.0
DTAA/STF0145,2011-05-12,1,92000000000.0
DTAA/LPG0099,2010-06-11,1,92000000000.0
DTAA/TCH0230,2011-04-21,1,92000000000.0
DTAA/UMB0449,2011-04-21,1,92000000000.0
DTAA/SDC0032,2010-04-12,1,91000000000.0
DTAA/YJJ0129,2011-05-11,1,91000000000.0
DTAA/OUS0565,2010-06-11,1,91000000000.0
DTAA/SDC0032,2011-01-21,1,91000000000.0
DTAA/SCK0576,2011-04-21,1,91000000000.0
DTAA/XQW0354,2011-05-11,1,91000000000.0
DTAA/MZW0111,2011-04-21,1,91000000000.0
DTAA/WDW0485,2011-05-04,1,91000000000.0
DTAA/JMM0759,2010-06-11,1,91000000000.0
DTAA/RBC0583,2010-06-11,1,91000000000.0
DTAA/SAH0192,2011-05-11,1,91000000000.0
DTAA/SAH0192,2011-04-19,1,91000000000.0
DTAA/PRB0157,2010-04-12,1,91000000000.0
DTAA/KJG0378,2010-06-11,1,91000000000.0
DTAA/TNB0740,2011-05-13,1,91000000000.0
DTAA/JCC0998,2011-05-13,1,90000000001.85486
DTAA/XQW0354,2010-06-11,1,90000000001.34898
DTAA/PCO0684,2011-01-21,1,90000000000.0
DTAA/NWT0708,2010-04-12,1,90000000000.0
DTAA/RBC0583,2011-05-13,1,90000000000.0
DTAA/NJC0459,2011-05-11,1,90000000000.0
DTAA/SSB0151,2011-05-04,1,90000000000.0
DTAA/SXH0895,2011-05-13,1,90000000000.0
DTAA/SMD0773,2010-04-12,1,90000000000.0
DTAA/NSC0842,2010-04-12,1,90000000000.0
DTAA/YCV0635,2011-05-04,1,90000000000.0
DTAA/TPC0102,2011-05-13,1,90000000000.0
DTAA/MZW0111,2010-08-09,1,90000000000.0
DTAA/QOH0361,2010-04-12,1,90000000000.0
DTAA/ZRR0705,2011-05-13,1,90000000000.0
DTAA/ONQ0625,2011-05-13,1,90000000000.0
DTAA/SDC0032,2011-02-24,1,90000000000.0
DTAA/PCO0684,2011-05-11,1,90000000000.0
DTAA/PSP0555,2011-01-21,1,89000000000.0
DTAA/ONQ0625,2011-05-04,1,89000000000.0
DTAA/MZB0206,2011-05-04,1,89000000000.0
DTAA/SIP0805,2011-01-21,1,89000000000.0
DTAA/MRM0205,2011-04-19,1,89000000000.0
DTAA/YVF0045,2011-05-13,1,89000000000.0
DTAA/SMW0913,2011-04-21,1,89000000000.0
DTAA/SCW0707,2010-06-11,1,89000000000.0
DTAA/WFL0495,2010-04-12,1,89000000000.0
DTAA/RBC0583,2011-04-27,1,89000000000.0
DTAA/HBB0402,2011-05-13,1,89000000000.0
DTAA/SBH0674,2010-08-09,1,89000000000.0
DTAA/OLR0984,2010-04-12,1,89000000000.0
DTAA/NSC0842,2011-04-21,1,89000000000.0
DTAA/TCH0230,2010-04-12,1,89000000000.0
