id,date,user,pc,activity
232,2025-01-02 16:35:59.250922,U0036,PC0036,Logoff
233,2025-01-02 09:49:00,U0037,PC0037,Logon
234,2025-01-02 17:09:54.238749,U0037,PC0037,Logoff
235,2025-01-02 10:38:00,U0038,PC0038,Logon
236,2025-01-02 19:16:02.108480,U0038,PC0038,Logoff
237,2025-01-02 07:41:00,U0039,PC0039,Logon
238,2025-01-02 15:52:11.235533,U0039,PC0039,Logoff
239,2025-01-02 08:01:00,U0040,PC0040,Logon
240,2025-01-02 16:52:08.760005,U0040,PC0040,Logoff
241,2025-01-02 08:06:00,U0041,PC0041,Logon
242,2025-01-02 15:59:06.948811,U0041,PC0041,Logoff
243,2025-01-02 09:35:00,U0042,PC0042,Logon
244,2025-01-02 18:26:56.718699,U0042,PC0042,Logoff
245,2025-01-02 08:15:00,U0043,LAB017,Logon
246,2025-01-02 15:54:55.795551,U0043,LAB017,Logoff
247,2025-01-02 08:09:00,U0044,PC0044,Logon
248,2025-01-02 15:29:48.014763,U0044,PC0044,Logoff
249,2025-01-02 09:10:00,U0045,PC0045,Logon
250,2025-01-02 17:34:17.934159,U0045,PC0045,Logoff
251,2025-01-02 08:16:00,U0046,PC0046,Logon
252,2025-01-02 17:11:04.303009,U0046,PC0046,Logoff
253,2025-01-02 10:15:00,U0047,PC0047,Logon
254,2025-01-02 19:16:56.874938,U0047,PC0047,Logoff
255,2025-01-02 08:27:00,U0048,PC0048,Logon
256,2025-01-02 15:57:56.757338,U0048,PC0048,Logoff
257,2025-01-02 09:53:00,U0049,PC0049,Logon
258,2025-01-02 17:10:32.389924,U0049,PC0049,Logoff
259,2025-01-02 09:36:00,U0050,PC0050,Logon
260,2025-01-02 18:22:28.682592,U0050,PC0050,Logoff
261,2025-01-02 08:18:00,U0051,PC0051,Logon
262,2025-01-02 16:14:25.708718,U0051,PC0051,Logoff
263,2025-01-02 07:51:00,U0052,PC0052,Logon
264,2025-01-02 14:49:32.204491,U0052,PC0052,Logoff
265,2025-01-02 08:22:00,U0053,PC0053,Logon
266,2025-01-02 15:07:07.980545,U0053,PC0053,Logoff
267,2025-01-02 22:30:00,U0054,PC0054,Logon
268,2025-01-03 05:04:11.491039,U0054,PC0054,Logoff
269,2025-01-02 08:03:00,U0055,PC0055,Logon
270,2025-01-02 16:10:50.666078,U0055,PC0055,Logoff
271,2025-01-02 09:26:00,U0056,PC0056,Logon
272,2025-01-02 15:59:50.896256,U0056,PC0056,Logoff
273,2025-01-02 09:29:00,U0057,PC0057,Logon
274,2025-01-02 17:29:36.839020,U0057,PC0057,Logoff
275,2025-01-02 08:38:00,U0058,PC0058,Logon
276,2025-01-02 17:05:43.572507,U0058,PC0058,Logoff
277,2025-01-02 09:14:00,U0059,PC0059,Logon
278,2025-01-02 16:37:59.219242,U0059,PC0059,Logoff
279,2025-01-02 09:35:00,U0060,LAB004,Logon
280,2025-01-02 17:11:52.871051,U0060,LAB004,Logoff
281,2025-01-02 09:22:00,U0061,PC0061,Logon
282,2025-01-02 18:01:43.670428,U0061,PC0061,Logoff
283,2025-01-02 09:11:00,U0062,PC0062,Logon
284,2025-01-02 15:56:43.864204,U0062,PC0062,Logoff
285,2025-01-02 10:57:00,U0063,PC0063,Logon
286,2025-01-02 16:59:52.483922,U0063,PC0063,Logoff
287,2025-01-02 08:04:00,U0064,PC0064,Logon
288,2025-01-02 16:39:17.941943,U0064,PC0064,Logoff
289,2025-01-02 09:19:00,U0065,PC0065,Logon
290,2025-01-02 16:41:38.281729,U0065,PC0065,Logoff
291,2025-01-02 08:43:00,U0066,PC0066,Logon
292,2025-01-02 16:13:25.196635,U0066,PC0066,Logoff
293,2025-01-02 08:45:00,U0067,LAB001,Logon
294,2025-01-02 17:35:58.567549,U0067,LAB001,Logoff
295,2025-01-02 09:49:00,U0068,PC0068,Logon
296,2025-01-02 17:07:25.525457,U0068,PC0068,Logoff
297,2025-01-02 09:04:00,U0069,PC0069,Logon
298,2025-01-02 17:22:26.278275,U0069,PC0069,Logoff
299,2025-01-02 09:45:00,U0070,PC0070,Logon
300,2025-01-02 18:22:46.663831,U0070,PC0070,Logoff
301,2025-01-02 08:40:00,U0071,PC0071,Logon
302,2025-01-02 16:06:23.348255,U0071,PC0071,Logoff
303,2025-01-02 09:12:00,U0072,LAB009,Logon
304,2025-01-02 17:48:37.332956,U0072,LAB009,Logoff
305,2025-01-02 08:58:00,U0073,PC0073,Logon
306,2025-01-02 17:05:02.378580,U0073,PC0073,Logoff
307,2025-01-02 09:37:00,U0074,PC0074,Logon
308,2025-01-02 17:01:30.343000,U0074,PC0074,Logoff
309,2025-01-02 09:36:00,U0075,PC0075,Logon
310,2025-01-02 17:23:52.106451,U0075,PC0075,Logoff
311,2025-01-02 08:21:00,U0076,LAB014,Logon
312,2025-01-02 17:26:55.596667,U0076,LAB014,Logoff
313,2025-01-02 09:28:00,U0077,PC0077,Logon
314,2025-01-02 18:16:48.634690,U0077,PC0077,Logoff
315,2025-01-02 09:45:00,U0078,PC0078,Logon
316,2025-01-02 17:46:15.613830,U0078,PC0078,Logoff
317,2025-01-02 09:45:00,U0079,PC0079,Logon
318,2025-01-02 17:26:23.039676,U0079,PC0079,Logoff
319,2025-01-02 09:54:00,U0080,PC0080,Logon
320,2025-01-02 17:46:11.485004,U0080,PC0080,Logoff
321,2025-01-03 09:29:00,U0001,PC0001,Logon
322,2025-01-03 18:04:42.565292,U0001,PC0001,Logoff
323,2025-01-03 08:29:00,U0002,PC0002,Logon
324,2025-01-03 18:34:32.594192,U0002,PC0002,Logoff
325,2025-01-03 08:32:00,U0003,PC0003,Logon
326,2025-01-03 15:19:08.920994,U0003,PC0003,Logoff
327,2025-01-03 09:03:00,U0004,PC0004,Logon
328,2025-01-03 17:50:29.985698,U0004,PC0004,Logoff
329,2025-01-03 09:50:00,U0005,PC0005,Logon
330,2025-01-03 18:27:42.043833,U0005,PC0005,Logoff
331,2025-01-03 08:09:00,U0006,PC0006,Logon
332,2025-01-03 15:15:09.884263,U0006,PC0006,Logoff
333,2025-01-03 09:52:00,U0007,PC0007,Logon
334,2025-01-03 17:11:22.217839,U0007,PC0007,Logoff
335,2025-01-03 09:14:00,U0008,PC0008,Logon
336,2025-01-03 17:05:10.593427,U0008,PC0008,Logoff
337,2025-01-03 08:38:00,U0009,PC0009,Logon
338,2025-01-03 16:18:43.010970,U0009,PC0009,Logoff
339,2025-01-03 09:08:00,U0010,PC0010,Logon
340,2025-01-03 16:34:10.591610,U0010,PC0010,Logoff
341,2025-01-03 08:38:00,U0011,PC0011,Logon
342,2025-01-03 16:52:37.273961,U0011,PC0011,Logoff
343,2025-01-03 09:54:00,U0012,PC0012,Logon
344,2025-01-03 17:23:35.004569,U0012,PC0012,Logoff
345,2025-01-03 08:56:00,U0013,PC0013,Logon
346,2025-01-03 17:09:55.379774,U0013,PC0013,Logoff
347,2025-01-03 08:31:00,U0014,PC0014,Logon
348,2025-01-03 15:06:33.130412,U0014,PC0014,Logoff
349,2025-01-03 08:13:00,U0015,PC0015,Logon
350,2025-01-03 16:00:11.590254,U0015,PC0015,Logoff
351,2025-01-03 09:30:00,U0016,PC0016,Logon
352,2025-01-03 18:58:31.282381,U0016,PC0016,Logoff
353,2025-01-03 09:20:00,U0017,LAB013,Logon
354,2025-01-03 17:10:24.221292,U0017,LAB013,Logoff
355,2025-01-03 08:06:00,U0018,LAB001,Logon
356,2025-01-03 15:05:50.894287,U0018,LAB001,Logoff
357,2025-01-03 08:30:00,U0019,PC0019,Logon
358,2025-01-03 16:12:40.828900,U0019,PC0019,Logoff
359,2025-01-03 09:34:00,U0020,PC0020,Logon
360,2025-01-03 16:44:21.968603,U0020,PC0020,Logoff
361,2025-01-03 09:52:00,U0021,PC0021,Logon
362,2025-01-03 19:23:57.860087,U0021,PC0021,Logoff
363,2025-01-03 08:42:00,U0022,PC0022,Logon
364,2025-01-03 17:06:06.162200,U0022,PC0022,Logoff
365,2025-01-03 09:45:00,U0023,PC0023,Logon
366,2025-01-03 17:20:55.606301,U0023,PC0023,Logoff
367,2025-01-03 09:45:00,U0024,PC0024,Logon
368,2025-01-03 17:45:45.332643,U0024,PC0024,Logoff
369,2025-01-03 09:07:00,U0025,PC0025,Logon
370,2025-01-03 16:20:37.164778,U0025,PC0025,Logoff
371,2025-01-03 09:57:00,U0026,PC0026,Logon
372,2025-01-03 18:26:52.793848,U0026,PC0026,Logoff
373,2025-01-03 09:52:00,U0027,PC0027,Logon
374,2025-01-03 18:49:33.374974,U0027,PC0027,Logoff
375,2025-01-03 10:28:00,U0028,PC0028,Logon
376,2025-01-03 17:41:57.548774,U0028,PC0028,Logoff
377,2025-01-03 09:56:00,U0029,PC0029,Logon
378,2025-01-03 18:07:00.031221,U0029,PC0029,Logoff
379,2025-01-03 10:09:00,U0030,PC0030,Logon
380,2025-01-03 17:20:30.126173,U0030,PC0030,Logoff
381,2025-01-03 08:28:00,U0031,PC0031,Logon
382,2025-01-03 15:52:02.186476,U0031,PC0031,Logoff
383,2025-01-03 07:22:00,U0032,PC0032,Logon
384,2025-01-03 14:50:27.281922,U0032,PC0032,Logoff
385,2025-01-03 08:22:00,U0033,PC0033,Logon
386,2025-01-03 16:31:01.417631,U0033,PC0033,Logoff
387,2025-01-03 09:39:00,U0034,PC0034,Logon
388,2025-01-03 19:31:34.215021,U0034,PC0034,Logoff
389,2025-01-03 09:52:00,U0035,PC0035,Logon
390,2025-01-03 17:17:23.146840,U0035,PC0035,Logoff
391,2025-01-03 08:25:00,U0036,PC0036,Logon
392,2025-01-03 16:54:30.909017,U0036,PC0036,Logoff
393,2025-01-03 08:40:00,U0037,PC0037,Logon
394,2025-01-03 18:29:53.251557,U0037,PC0037,Logoff
395,2025-01-03 09:56:00,U0038,PC0038,Logon
396,2025-01-03 17:27:50.967652,U0038,PC0038,Logoff
397,2025-01-03 08:23:00,U0039,LAB001,Logon
398,2025-01-03 17:44:13.940547,U0039,LAB001,Logoff
399,2025-01-03 08:24:00,U0040,LAB005,Logon
400,2025-01-03 17:38:16.138723,U0040,LAB005,Logoff
401,2025-01-03 08:40:00,U0041,PC0041,Logon
402,2025-01-03 16:04:02.249917,U0041,PC0041,Logoff
403,2025-01-03 09:14:00,U0042,PC0042,Logon
404,2025-01-03 17:16:49.130138,U0042,PC0042,Logoff
405,2025-01-03 08:14:00,U0043,PC0043,Logon
406,2025-01-03 16:51:22.259756,U0043,PC0043,Logoff
407,2025-01-03 08:20:00,U0044,PC0044,Logon
408,2025-01-03 16:11:27.433854,U0044,PC0044,Logoff
409,2025-01-03 09:25:00,U0045,PC0045,Logon
410,2025-01-03 17:55:51.979803,U0045,PC0045,Logoff
411,2025-01-03 09:35:00,U0046,PC0046,Logon
412,2025-01-03 16:27:31.288469,U0046,PC0046,Logoff
413,2025-01-03 08:07:00,U0047,PC0047,Logon
414,2025-01-03 17:23:39.636559,U0047,PC0047,Logoff
415,2025-01-03 09:07:00,U0048,PC0048,Logon
416,2025-01-03 16:22:05.448468,U0048,PC0048,Logoff
417,2025-01-03 09:49:00,U0049,PC0049,Logon
418,2025-01-03 17:55:56.428683,U0049,PC0049,Logoff
419,2025-01-03 09:10:00,U0050,PC0050,Logon
420,2025-01-03 17:14:03.066533,U0050,PC0050,Logoff
421,2025-01-03 10:59:00,U0051,PC0051,Logon
422,2025-01-03 20:44:19.227033,U0051,PC0051,Logoff
423,2025-01-03 08:09:00,U0052,PC0052,Logon
424,2025-01-03 17:07:17.655423,U0052,PC0052,Logoff
425,2025-01-03 09:42:00,U0053,PC0053,Logon
426,2025-01-03 19:04:07.073607,U0053,PC0053,Logoff
427,2025-01-03 08:41:00,U0054,PC0054,Logon
428,2025-01-03 17:22:09.785256,U0054,PC0054,Logoff
429,2025-01-03 09:44:00,U0055,PC0055,Logon
430,2025-01-03 15:58:28.537849,U0055,PC0055,Logoff
431,2025-01-03 08:10:00,U0056,PC0056,Logon
432,2025-01-03 14:07:38.764160,U0056,PC0056,Logoff
433,2025-01-03 08:57:00,U0057,LAB019,Logon
434,2025-01-03 17:40:03.152121,U0057,LAB019,Logoff
435,2025-01-03 23:01:00,U0058,PC0058,Logon
436,2025-01-04 07:05:26.741210,U0058,PC0058,Logoff
437,2025-01-03 09:44:00,U0059,PC0059,Logon
438,2025-01-03 16:21:11.634750,U0059,PC0059,Logoff
439,2025-01-03 08:33:00,U0060,PC0060,Logon
440,2025-01-03 16:29:40.028284,U0060,PC0060,Logoff
441,2025-01-03 09:50:00,U0061,PC0061,Logon
442,2025-01-03 17:48:02.298907,U0061,PC0061,Logoff
443,2025-01-03 07:45:00,U0062,PC0062,Logon
444,2025-01-03 15:39:39.167858,U0062,PC0062,Logoff
445,2025-01-03 08:40:00,U0063,PC0063,Logon
446,2025-01-03 17:20:10.821176,U0063,PC0063,Logoff
447,2025-01-03 09:45:00,U0064,PC0064,Logon
448,2025-01-03 16:48:36.432769,U0064,PC0064,Logoff
449,2025-01-03 08:31:00,U0065,PC0065,Logon
450,2025-01-03 15:27:26.831321,U0065,PC0065,Logoff
451,2025-01-03 08:05:00,U0066,PC0066,Logon
452,2025-01-03 17:02:18.512354,U0066,PC0066,Logoff
453,2025-01-03 08:17:00,U0067,PC0067,Logon
454,2025-01-03 16:47:14.567456,U0067,PC0067,Logoff
455,2025-01-03 08:36:00,U0068,PC0068,Logon
456,2025-01-03 15:48:25.657804,U0068,PC0068,Logoff
457,2025-01-03 08:11:00,U0069,PC0069,Logon
458,2025-01-03 15:08:53.127639,U0069,PC0069,Logoff
459,2025-01-03 08:17:00,U0070,PC0070,Logon
460,2025-01-03 15:05:07.639587,U0070,PC0070,Logoff
461,2025-01-03 09:26:00,U0071,PC0071,Logon
462,2025-01-03 17:28:06.948787,U0071,PC0071,Logoff
463,2025-01-03 08:40:00,U0072,PC0072,Logon
464,2025-01-03 16:52:50.327679,U0072,PC0072,Logoff
465,2025-01-03 08:30:00,U0073,PC0073,Logon
