id,date,user,pc,activity
62,2025-03-03 11:48:38.354400,U0036,PC0036,Connect
63,2025-03-04 12:24:23.519022,U0036,PC0036,Connect
64,2025-03-04 12:53:23.519022,U0036,PC0036,Disconnect
65,2025-03-04 12:51:24.632439,U0079,PC0079,Connect
66,2025-03-04 14:02:24.632439,U0079,PC0079,Disconnect
67,2025-03-05 22:45:00,U0029,PC0029,Connect
68,2025-03-06 12:26:15.615011,U0013,PC0013,Connect
69,2025-03-06 14:14:15.615011,U0013,PC0013,Disconnect
70,2025-03-06 10:48:18.555952,U0030,PC0030,Connect
71,2025-03-06 12:35:18.555952,U0030,PC0030,Disconnect
72,2025-03-07 10:53:48.474435,U0015,PC0015,Connect
73,2025-03-07 12:46:48.474435,U0015,PC0015,Disconnect
74,2025-03-07 09:37:29.637298,U0046,LAB010,Connect
75,2025-03-07 10:36:29.637298,U0046,LAB010,Disconnect
76,2025-03-10 11:07:34.224623,U0030,PC0030,Connect
77,2025-03-10 11:27:34.224623,U0030,PC0030,Disconnect
78,2025-03-11 13:29:29.538887,U0065,PC0065,Connect
79,2025-03-11 15:25:29.538887,U0065,PC0065,Disconnect
80,2025-03-12 10:00:40.365926,U0015,PC0015,Connect
81,2025-03-12 10:52:40.365926,U0015,PC0015,Disconnect
82,2025-03-13 09:54:16.758658,U0065,PC0065,Connect
83,2025-03-13 11:19:16.758658,U0065,PC0065,Disconnect
84,2025-03-17 10:21:28.486579,U0018,PC0018,Connect
85,2025-03-17 12:11:28.486579,U0018,PC0018,Disconnect
86,2025-03-18 14:36:36.772741,U0012,PC0012,Connect
87,2025-03-18 16:35:36.772741,U0012,PC0012,Disconnect
88,2025-03-19 10:43:36.015294,U0028,PC0028,Connect
89,2025-03-19 11:16:36.015294,U0028,PC0028,Disconnect
